Lease_Number,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6
0010585,5,O&G,WC,432,TERMIN10/30/2001Y,1103.0
0023771,5,O&G,WC,432,TERMIN01/14/2013Y,3035.0
0025864,5,O&G,WC,432,RELINQ06/25/2013Y,1819.0
0000927,5,O&G,WC,433,RELINQ05/26/1967,40.0
0005324,5,O&G,WC,433,TERMIN12/17/1995Y,185.0
0019716,5,O&G,WC,433,RELINQ07/03/2000,1904.0
0024748,5,O&G,WC,433,EXPIR 05/31/2008,2010.0
0011797,5,O&G,WC,434,RELINQ05/27/1994,771.0
0019717,5,O&G,WC,434,EXPIR 06/30/2003,1513.0
0011798,5,O&G,WC,435,EXPIR 04/30/1995,1138.0
0017797,5,O&G,WC,435,RELINQ04/21/1999,1138.0
0024749,5,O&G,WC,435,EXPIR 05/31/2008,2010.0
0002539,5,O&G,WC,436,TERMIN04/30/1995Y,1407.0
0024750,5,O&G,WC,436,EXPIR 05/31/2008,2010.0
0002540,5,O&G,WC,437,TERMIN04/30/1995Y,1407.0
0019718,5,O&G,WC,437,EXPIR 04/30/2003,78.0
0009421,5,O&G,WC,438,EXPIR 07/31/1993,1108.0
0014335,5,O&G,WC,438,EXPIR 04/30/1999,1601.0
0021558,5,O&G,WC,438,EXPIR 05/31/2005,2237.0
0024751,5,O&G,WC,439,EXPIR 04/30/2008,2010.0
0005325,5,O&G,WC,440,RELINQ12/24/1987,1055.0
0015091,5,O&G,WC,440,REJECT08/16/1995,
0016186,5,O&G,WC,440,EXPIR 06/30/2001,1138.0
0024752,5,O&G,WC,440,EXPIR 05/31/2008,2010.0
0016187,5,O&G,WC,441,EXPIR 05/31/2001,1138.0
0024753,5,O&G,WC,441,EXPIR 05/31/2008,2010.0
0002541,5,O&G,WC,442,REJECT,
0003511,5,O&G,WC,442,EXPIR 07/31/1982,78.0
0006593,5,O&G,WC,442,EXPIR 06/30/1989,968.0
0012790,5,O&G,WC,442,EXPIR 06/30/1996,1597.0
0017798,5,O&G,WC,442,EXPIR 07/31/2002,846.0
0025914,5,O&G,WC,442,TERMIN12/02/2009Y,1963.0
0002542,5,O&G,WC,443,REJECT,
0003512,5,O&G,WC,443,TERMIN01/05/1983,35.0
0009422,5,O&G,WC,443,RELINQ05/29/1992,540.0
0015092,5,O&G,WC,443,RELINQ08/18/1999,222.0
0021559,5,O&G,WC,443,EXPIR 04/30/2005,2237.0
0027805,5,O&G,WC,443,RELINQ04/30/2010,2010.0
0012791,5,O&G,WC,444,EXPIR 06/30/1996,2010.0
0025915,5,O&G,WC,444,EXPIR 06/30/2009Y,2899.0
0005326,5,O&G,WC,445,RELINQ12/30/1986,40.0
0009423,5,O&G,WC,445,TERMIN07/19/2003Y,185.0
0002543,5,O&G,WC,446,REJECT,
0004197,5,O&G,WC,446,EXPIR 12/31/1984,282.0
0010586,5,O&G,WC,446,RELINQ06/22/1994,582.0
0015093,5,O&G,WC,446,RELINQ08/18/1999,222.0
0021560,5,O&G,WC,446,EXPIR 04/30/2005,2237.0
0027806,5,O&G,WC,446,RELINQ04/30/2010,2010.0
0002544,5,O&G,WC,447,REJECT,
0003513,5,O&G,WC,447,TERMIN10/13/1983Y,282.0
0007621,5,O&G,WC,447,EXPIR 07/31/1990,992.0
0012792,5,O&G,WC,447,EXPIR 07/31/1996,1597.0
0017799,5,O&G,WC,447,EXPIR 07/31/2002,846.0
0025916,5,O&G,WC,447,RELINQ06/23/2009Y,1963.0
0005327,5,O&G,WC,448,EXPIR 06/30/1988,748.0
0016188,5,O&G,WC,448,RELINQ05/30/2000,846.0
0024754,5,O&G,WC,448,EXPIR 05/31/2008,2010.0
0005328,5,O&G,WC,449,RELINQ06/25/1986,47.0
0016189,5,O&G,WC,449,EXPIR 05/31/2001,1138.0
0024755,5,O&G,WC,449,EXPIR 05/31/2008,2010.0
0005329,5,O&G,WC,450,EXPIR 06/30/1988,66.0
0012793,5,O&G,WC,450,EXPIR 07/31/1996,1138.0
0017800,5,O&G,WC,450,EXPIR 07/31/2002,1364.0
0003514,5,O&G,WC,451,REJECT,
0005330,5,O&G,WC,451,EXPIR 06/30/1988,66.0
0017801,5,O&G,WC,451,EXPIR 07/31/2002,1364.0
0009424,5,O&G,WC,452,RELINQ05/26/1992,828.0
0010587,5,O&G,WC,453,RELINQ06/29/1992,540.0
0019719,5,O&G,WC,453,RELINQ04/25/2001,2172.0
0025917,5,O&G,WC,453,EXPIR 04/30/2009,2010.0
0010588,5,O&G,WC,454,RELINQ06/29/1992,540.0
0025918,5,O&G,WC,454,EXPIR 04/30/2009,2010.0
0007622,5,O&G,WC,455,TERMIN12/30/1990Y,1531.0
0013566,5,O&G,WC,455,EXPIR 08/31/1997,818.0
0019720,5,O&G,WC,455,EXPIR 07/31/2003,1513.0
0025919,5,O&G,WC,455,RELINQ04/05/2006,2266.0
0000928,5,O&G,WC,456,RELINQ05/19/1969Y,3.0
0007623,5,O&G,WC,456,TERMIN12/07/1990,1531.0
0013567,5,O&G,WC,456,EXPIR 08/31/1997,818.0
0019721,5,O&G,WC,456,EXPIR 07/31/2003,78.0
0027807,5,O&G,WC,456,EXPIR 05/31/2011,2970.0
0000929,5,O&G,WC,457,RELINQ05/26/1967,40.0
0005331,5,O&G,WC,457,RELINQ06/28/1996Y,185.0
0017802,5,O&G,WC,457,EXPIR 07/31/2002,1711.0
0024756,5,O&G,WC,457,TERMIN02/04/2009,2899.0
0005332,5,O&G,WC,458,RELINQ06/28/1996Y,185.0
0017803,5,O&G,WC,458,EXPIR 07/31/2002,1711.0
0024757,5,O&G,WC,458,TERMIN01/31/2009,2899.0
0003383,5,O&G,WC,459,TERMIN09/25/1996Y,1.0
0021056,5,O&G,WC,459,TERMIN11/27/2005Y,2169.0
0021561,5,O&G,WC,460,EXPIR 04/30/2005,2421.0
0007624,5,O&G,WC,461,EXPIR 08/31/1990,282.0
0014336,5,O&G,WC,461,TERMIN11/02/2009Y,1819.0
0014337,5,O&G,WC,462,EXPIR 06/30/1999,1586.0
0022555,5,O&G,WC,462,TERMIN12/04/2011Y,1819.0
0004093,5,O&G,WC,463,TERMIN07/22/2001Y,185.0
0023772,5,O&G,WC,463,EXPIR 06/30/2007,2025.0
0002545,5,O&G,WC,464,TERMIN01/18/1988Y,428.0
0011799,5,O&G,WC,464,EXPIR 05/31/1995,1511.0
0017804,5,O&G,WC,464,RELINQ07/17/2003Y,185.0
0025920,5,O&G,WC,464,RELINQ04/27/2007,2538.0
0022556,5,O&G,WC,465,EXPIR 06/30/2006,3.0
0002003,5,O&G,WC,466,EXPIR 01/31/1976,35.0
0013844,5,O&G,WC,466,EXPIR 06/30/1998,1956.0
0024758,5,O&G,WC,466,EXPIR 04/30/2008,2010.0
0014338,5,O&G,WC,467,EXPIR 04/30/1999,1956.0
0007625,5,O&G,WC,468,EXPIR 07/01/1991,1334.0
0016190,5,O&G,WC,468,EXPIR 06/30/2001,1138.0
0011800,5,O&G,WC,469,EXPIR 06/30/1995,362.0
0033415,5,O&G,WC,469,RELINQ01/07/2014,2961.0
0005018,5,O&G,WC,470,EXPIR 03/31/1987,40.0
0012794,5,O&G,WC,470,EXPIR 04/30/1996,162.0
0012795,5,O&G,WC,471,EXPIR 04/30/1996,1046.0
0002546,5,O&G,WC,472,REJECT,
0003515,5,O&G,WC,472,RELINQ01/05/1983Y,185.0
0008409,5,O&G,WC,472,TERMIN01/28/1993Y,1035.0
0015094,5,O&G,WC,472,EXPIR 08/31/2000,1001.0
0022557,5,O&G,WC,472,TERMIN06/29/2006,1704.0
0033416,5,O&G,WC,472,RELINQ01/07/2014,2961.0
0003516,5,O&G,WC,473,RELINQ01/05/1983Y,477.0
0010589,5,O&G,WC,473,EXPIR 06/30/1994,48.0
0015095,5,O&G,WC,473,TERMIN03/19/2007Y,2899.0
0033417,5,O&G,WC,473,RELINQ01/07/2014,2961.0
0002004,5,O&G,WC,474,EXPIR 01/31/1976,164.0
0012796,5,O&G,WC,474,EXPIR 06/30/1996,1855.0
0019722,5,O&G,WC,474,RELINQ04/24/2001,1904.0
0002005,5,O&G,WC,475,EXPIR 01/31/1976,164.0
0012797,5,O&G,WC,475,RELINQ04/28/1995,1138.0
0016191,5,O&G,WC,475,TERMIN09/09/2001,2058.0
0023773,5,O&G,WC,475,EXPIR 06/30/2007,2025.0
0033418,5,O&G,WC,475,RELINQ01/07/2014,2961.0
0006594,5,O&G,WC,476,RELINQ12/24/1986,538.0
0013568,5,O&G,WC,476,EXPIR 06/30/1997,1103.0
0019723,5,O&G,WC,476,EXPIR 05/31/2003,1834.0
0025921,5,O&G,WC,476,RELINQ04/30/2007,2266.0
0033564,5,O&G,WC,476,RELINQ05/31/2012,2961.0
0002547,5,O&G,WC,477,REJECT,
0005333,5,O&G,WC,477,REJECT06/16/1983,
0006595,5,O&G,WC,477,REJECT,
0007626,5,O&G,WC,477,EXPIR 06/30/1990,981.0
0012798,5,O&G,WC,477,RELINQ04/26/1994,1385.0
0022558,5,O&G,WC,477,EXPIR 04/30/2006,1364.0
0033565,5,O&G,WC,477,RELINQ05/31/2012,2961.0
0002548,5,O&G,WC,478,REJECT,
0003969,5,O&G,WC,478,TERMIN02/29/1996Y,282.0
0017805,5,O&G,WC,478,EXPIR 07/31/2002,491.0
0024759,5,O&G,WC,478,EXPIR 04/30/2008,2025.0
0033057,5,O&G,WC,478,RELINQ06/07/2013,2740.0
0002218,5,O&G,WC,479,TERMIN01/13/1988Y,222.0
0010590,5,O&G,WC,479,TERMIN12/25/1994Y,1035.0
0015096,5,O&G,WC,479,EXPIR 07/31/2000,1001.0
0025922,5,O&G,WC,479,RELINQ06/20/2007,2266.0
0002219,5,O&G,WC,480,TERMIN09/03/1991Y,56.0
0013845,5,O&G,WC,480,TERMIN06/30/1999Y,1586.0
0022559,5,O&G,WC,480,EXPIR 04/30/2006,1819.0
0027028,5,O&G,WC,481,EXPIR 04/30/2010,1819.0
0013569,5,O&G,WC,482,EXPIR 06/30/1997,491.0
0027029,5,O&G,WC,482,EXPIR 05/31/2010,1819.0
0003517,5,O&G,WC,483,EXPIR 07/31/1982,479.0
0005334,5,O&G,WC,483,EXPIR 06/30/1988,1.0
0011801,5,O&G,WC,483,EXPIR 06/30/1995,1247.0
0021562,5,O&G,WC,483,EXPIR 06/30/2005,2421.0
0021057,5,O&G,WC,484,EXPIR 06/30/2004,2421.0
0002220,5,O&G,WC,485,TERMIN04/03/2021Y,3035.0
0002221,5,O&G,WC,486,EXPIR 01/31/1978,
0013846,5,O&G,WC,486,EXPIR 06/30/1998,1138.0
0002847,5,O&G,WC,487,TERMIN01/22/1992Y,771.0
0013847,5,O&G,WC,487,EXPIR 06/30/1998,491.0
0027030,5,O&G,WC,487,TERMIN01/11/2017Y,2477.0
0002222,5,O&G,WC,488,EXPIR 01/31/1978,2.0
0006596,5,O&G,WC,488,EXPIR 05/31/1989,128.0
0011802,5,O&G,WC,488,RELINQ03/30/1995,105.0
0016192,5,O&G,WC,488,EXPIR 08/31/2001,846.0
0023774,5,O&G,WC,488,RELINQ03/07/2007,2899.0
0004403,5,O&G,WC,489,REJECT,
0004820,5,O&G,WC,489,EXPIR 08/31/1986,282.0
0010591,5,O&G,WC,489,EXPIR 04/30/1994,1385.0
0016193,5,O&G,WC,489,RELINQ08/20/1999,1777.0
0024760,5,O&G,WC,489,EXPIR 04/30/2008,2466.0
0033058,5,O&G,WC,489,RELINQ05/31/2012,2961.0
0004404,5,O&G,WC,490,REJECT,
0004821,5,O&G,WC,490,EXPIR 08/31/1986,56.0
0010592,5,O&G,WC,490,EXPIR 04/30/1994,1103.0
0016194,5,O&G,WC,490,RELINQ08/04/2000,1151.0
0023775,5,O&G,WC,490,EXPIR 04/30/2007,2421.0
0033059,5,O&G,WC,490,RELINQ01/07/2014,2961.0
0004198,5,O&G,WC,491,EXPIR 12/31/1984,56.0
0009425,5,O&G,WC,491,TERMIN06/17/1999Y,1103.0
0025923,5,O&G,WC,491,RELINQ04/27/2007,2538.0
0033060,5,O&G,WC,491,RELINQ01/07/2014,2961.0
0004771,5,O&G,WC,492,EXPIR 08/31/1986Y,282.0
0011803,5,O&G,WC,492,EXPIR 06/30/1995,1437.0
0016195,5,O&G,WC,492,TERMIN08/31/2006Y,1819.0
0003518,5,O&G,WC,493,TERMIN12/21/1994Y,1750.0
0016196,5,O&G,WC,493,EXPIR 06/30/2001,1046.0
0032783,5,O&G,WC,493,RELINQ10/29/2010,3033.0
0003519,5,O&G,WC,494,TERMIN12/21/1994Y,1099.0
0015097,5,O&G,WC,494,TERMIN10/15/2006Y,2421.0
0032784,5,O&G,WC,494,RELINQ10/29/2010,3033.0
0011804,5,O&G,WC,495,TERMIN10/10/1995,1956.0
0016197,5,O&G,WC,495,EXPIR 07/31/2001,2312.0
0024761,5,O&G,WC,495,RELINQ04/28/2006,2466.0
0012799,5,O&G,WC,496,EXPIR 04/30/1996,1046.0
0015098,5,O&G,WC,497,REJECT08/16/1995,
0016198,5,O&G,WC,497,RELINQ07/01/1999,83.0
0021563,5,O&G,WC,497,EXPIR 04/30/2005,64.0
0032785,5,O&G,WC,497,EXPIR 10/31/2013,2058.0
0035497,5,O&G,WC,497,RELINQ10/25/2018,3247.0
0002848,5,O&G,WC,498,REJECT,
0003520,5,O&G,WC,498,TERMIN12/15/2023Y,3151.0
0003521,5,O&G,WC,499,TERMIN12/21/1994,1750.0
0015099,5,O&G,WC,499,TERMIN03/10/2001Y,185.0
0032786,5,O&G,WC,499,RELINQ10/27/2011,3035.0
0005335,5,O&G,WC,500,RELINQ12/22/1986,985.0
0016199,5,O&G,WC,500,EXPIR 06/30/2001,231.0
0006597,5,O&G,WC,501,RELINQ12/16/1988,985.0
0005336,5,O&G,WC,502,EXPIR 06/30/1988,985.0
0010593,5,O&G,WC,502,RELINQ06/24/1993,78.0
0015100,5,O&G,WC,502,EXPIR 06/30/2000,1103.0
0022560,5,O&G,WC,502,RELINQ07/24/2003,2330.0
0025924,5,O&G,WC,502,EXPIR 04/30/2009,2421.0
0014339,5,O&G,WC,503,TERMIN03/08/2005,491.0
0002006,5,O&G,WC,504,TERMIN11/30/2015Y,3026.0
0005337,5,O&G,WC,505,RELINQ12/17/1987,78.0
0011805,5,O&G,WC,505,EXPIR 04/30/1995,1385.0
0016200,5,O&G,WC,505,TERMIN09/07/2002Y,59.0
0005338,5,O&G,WC,506,RELINQ12/17/1987,78.0
0002549,5,O&G,WC,507,TERMIN04/03/2021Y,3035.0
0003384,5,O&G,WC,507,EXPIR 12/31/1981,222.0
0005339,5,O&G,WC,507,RELINQ12/17/1987,78.0
0010594,5,O&G,WC,507,TERMIN04/03/2021Y,3035.0
0003522,5,O&G,WC,508,RELINQ07/23/1982,274.0
0017806,5,O&G,WC,508,RELINQ07/28/1999,1138.0
0003523,5,O&G,WC,509,TERMIN02/07/1994Y,78.0
0015101,5,O&G,WC,509,EXPIR 06/30/2000Y,1138.0
0003766,5,O&G,WC,510,TERMIN02/24/1996Y,748.0
0005340,5,O&G,WC,512,RELINQ12/17/1987,78.0
0011806,5,O&G,WC,512,RELINQ04/30/1993,689.0
0019724,5,O&G,WC,512,EXPIR 05/31/2003,2312.0
0002007,5,O&G,WC,513,TERMIN06/08/1985Y,114.0
0011807,5,O&G,WC,513,EXPIR 04/30/1995,1089.0
0016201,5,O&G,WC,513,TERMIN11/30/2015,3026.0
0013848,5,O&G,WC,514,TERMIN04/19/1999,491.0
0005341,5,O&G,WC,515,RELINQ12/09/1986,282.0
0011808,5,O&G,WC,515,RELINQ04/29/1993,1680.0
0015102,5,O&G,WC,515,TERMIN08/18/2005,2409.0
0007627,5,O&G,WC,516,EXPIR 08/31/1990,66.0
0015103,5,O&G,WC,516,TERMIN01/27/2006,2409.0
0011809,5,O&G,WC,517,EXPIR 04/30/1995,48.0
0017807,5,O&G,WC,517,RELINQ07/27/1999,846.0
0022561,5,O&G,WC,517,EXPIR 06/30/2006,2349.0
0031076,5,O&G,WC,517,REJECT11/16/2007,
0033419,5,O&G,WC,517,RELINQ01/06/2014,2887.0
0004405,5,O&G,WC,518,TERMIN04/28/1994Y,748.0
0015104,5,O&G,WC,518,TERMIN12/16/2010Y,3035.0
0004406,5,O&G,WC,519,EXPIR 10/31/1985,788.0
0015105,5,O&G,WC,519,TERMIN01/26/2003,491.0
0031077,5,O&G,WC,519,RELINQ09/17/2009,2481.0
0015106,5,O&G,WC,520,RELINQ08/09/2000,2401.0
0031078,5,O&G,WC,520,RELINQ09/17/2009,2481.0
0002008,5,O&G,WC,521,RELINQ12/30/1975,114.0
0011810,5,O&G,WC,521,RELINQ12/16/1992,276.0
0015107,5,O&G,WC,521,TERMIN05/26/2003Y,2383.0
0031079,5,O&G,WC,521,RELINQ09/17/2009,2481.0
0002009,5,O&G,WC,522,TERMIN04/25/1993Y,748.0
0014340,5,O&G,WC,522,TERMIN05/16/2010Y,2312.0
0034033,5,O&G,WC,522,TERMIN02/27/2023,2628.0
0004407,5,O&G,WC,523,TERMIN04/28/1994Y,748.0
0019725,5,O&G,WC,523,EXPIR 07/31/2003,491.0
0027031,5,O&G,WC,523,EXPIR 05/31/2010,2567.0
0002550,5,O&G,WC,524,TERMIN11/05/1979,78.0
0007628,5,O&G,WC,524,EXPIR 07/31/1990,114.0
0012800,5,O&G,WC,524,EXPIR 04/30/1996,1138.0
0017808,5,O&G,WC,524,RELINQ07/27/1999,846.0
0024762,5,O&G,WC,524,EXPIR 04/30/2008,2859.0
0002797,5,O&G,WC,525,TERMIN09/22/1983Y,115.0
0017809,5,O&G,WC,525,EXPIR 07/31/2002,2312.0
0024763,5,O&G,WC,525,EXPIR 04/30/2008,2859.0
0005342,5,O&G,WC,526,RELINQ06/22/1988,376.0
0011811,5,O&G,WC,526,RELINQ04/29/1993,1680.0
0015108,5,O&G,WC,526,TERMIN12/04/2003Y,491.0
0005343,5,O&G,WC,527,REJECT06/16/1983,
0006598,5,O&G,WC,527,EXPIR 05/31/1989,968.0
0013849,5,O&G,WC,527,EXPIR 04/30/1998,1138.0
0002435,5,O&G,WC,528,REJECT,
0003385,5,O&G,WC,528,TERMIN06/12/1986Y,114.0
0011812,5,O&G,WC,528,EXPIR 04/30/1995,148.0
0016202,5,O&G,WC,528,TERMIN03/29/2006Y,1777.0
0012801,5,O&G,WC,529,RELINQ04/05/1995,771.0
0023776,5,O&G,WC,529,EXPIR 04/30/2007,2025.0
0005019,5,O&G,WC,530,RELINQ03/31/1992Y,78.0
0021564,5,O&G,WC,530,EXPIR 04/30/2005,2421.0
0002223,5,O&G,WC,531,TERMIN10/03/1999Y,222.0
0021565,5,O&G,WC,531,EXPIR 04/30/2005,2421.0
0002224,5,O&G,WC,532,TERMIN05/02/2011Y,1482.0
0002225,5,O&G,WC,533,TERMIN12/01/2011Y,1482.0
0002226,5,O&G,WC,534,TERMIN05/02/2011Y,1482.0
0002227,5,O&G,WC,535,RELINQ12/16/1977Y,1.0
0004772,5,O&G,WC,535,REJECT,
0005111,5,O&G,WC,535,TERMIN08/31/1988Y,1295.0
0010595,5,O&G,WC,535,EXPIR 06/30/1994,222.0
0015109,5,O&G,WC,535,TERMIN03/29/2004Y,1364.0
0004773,5,O&G,WC,536,RELINQ07/19/2011Y,1482.0
0002551,5,O&G,WC,537,TERMIN01/27/2009Y,1482.0
0002552,5,O&G,WC,538,TERMIN03/09/2009Y,2595.0
0005344,5,O&G,WC,539,TERMIN06/04/1993Y,1689.0
0017810,5,O&G,WC,539,RELINQ07/29/1999,689.0
0002553,5,O&G,WC,540,TERMIN05/22/1994Y,724.0
0015110,5,O&G,WC,540,TERMIN03/25/2013Y,2714.0
0002554,5,O&G,WC,541,TERMIN10/16/1991Y,78.0
0014341,5,O&G,WC,541,TERMIN03/29/2006Y,2409.0
0003970,5,O&G,WC,542,TERMIN05/23/2000Y,105.0
0022562,5,O&G,WC,542,EXPIR 04/30/2006,2246.0
0031080,5,O&G,WC,542,RELINQ10/27/2011,3035.0
0002010,5,O&G,WC,543,TERMIN08/10/1990Y,35.0
0012802,5,O&G,WC,543,TERMIN11/15/2022Y,2628.0
0002011,5,O&G,WC,544,TERMIN12/11/1980Y,56.0
0009426,5,O&G,WC,544,RELINQ12/16/1992,276.0
0014342,5,O&G,WC,544,TERMIN02/27/2023Y,2628.0
0015111,5,O&G,WC,545,EXPIR 08/31/2000,981.0
0024764,5,O&G,WC,545,TERMIN03/09/2009Y,2466.0
0015112,5,O&G,WC,546,EXPIR 08/31/2000,981.0
0024765,5,O&G,WC,546,TERMIN10/22/2008Y,2466.0
0004408,5,O&G,WC,547,TERMIN02/09/1987Y,40.0
0010596,5,O&G,WC,547,EXPIR 04/30/1994,1597.0
0015113,5,O&G,WC,547,EXPIR 06/30/2000,1777.0
0022563,5,O&G,WC,547,EXPIR 04/30/2006,78.0
0031081,5,O&G,WC,547,RELINQ10/27/2011,3035.0
0002012,5,O&G,WC,548,RELINQ12/27/1974,167.0
0004409,5,O&G,WC,548,EXPIR 10/31/1985,78.0
0010597,5,O&G,WC,548,TERMIN11/24/1997Y,730.0
0024766,5,O&G,WC,548,TERMIN12/26/2016Y,2628.0
0002849,5,O&G,WC,549,TERMIN04/09/1993Y,78.0
0016203,5,O&G,WC,549,TERMIN01/27/2009Y,1482.0
0033420,5,O&G,WC,549,EXPIR 09/30/2014,2628.0
0002555,5,O&G,WC,551,TERMIN01/02/2010Y,1482.0
0002556,5,O&G,WC,552,TERMIN01/16/1990Y,78.0
0013850,5,O&G,WC,552,TERMIN12/07/2014Y,3033.0
0004410,5,O&G,WC,553,TERMIN05/19/2000Y,2332.0
0022564,5,O&G,WC,553,EXPIR 06/30/2006,2025.0
0032120,5,O&G,WC,553,EXPIR 05/31/2013,2899.0
0007629,5,O&G,WC,554,TERMIN06/24/2004Y,1284.0
0031305,5,O&G,WC,554,RELINQ12/02/2009,1284.0
0005345,5,O&G,WC,555,TERMIN09/12/1993Y,78.0
0015114,5,O&G,WC,555,EXPIR 06/30/2000,1777.0
0022565,5,O&G,WC,555,RELINQ06/03/2005,2421.0
0005346,5,O&G,WC,556,TERMIN07/15/2011Y,105.0
0005347,5,O&G,WC,557,TERMIN05/01/1998Y,282.0
0021058,5,O&G,WC,557,TERMIN07/30/2006,1138.0
0031306,5,O&G,WC,557,RELINQ12/23/2011,2672.0
0007630,5,O&G,WC,558,REJECT,
0021566,5,O&G,WC,558,EXPIR 06/30/2005,2421.0
0010598,5,O&G,WC,559,EXPIR 06/30/1994,83.0
0016204,5,O&G,WC,559,TERMIN01/28/2002,2421.0
0032121,5,O&G,WC,559,EXPIR 05/31/2013,2899.0
0003283,5,O&G,WC,560,TERMIN12/01/2012Y,105.0
0002013,5,O&G,WC,561,RELINQ12/26/1974,56.0
0004094,5,O&G,WC,561,EXPIR 01/31/2009Y,1482.0
0010599,5,O&G,WC,562,RELINQ05/10/1991,83.0
0016205,5,O&G,WC,562,EXPIR 08/31/2001,2421.0
0003284,5,O&G,WC,563,TERMIN08/29/1996Y,114.0
0017811,5,O&G,WC,563,EXPIR 07/31/2002,1777.0
0025925,5,O&G,WC,563,TERMIN11/21/2009,2628.0
0002014,5,O&G,WC,564,TERMIN10/04/2002Y,78.0
0024767,5,O&G,WC,564,TERMIN12/27/2016Y,2628.0
0002015,5,O&G,WC,565,TERMIN07/11/2014Y,2967.0
0036340,5,O&G,WC,565,RELINQ11/30/2020,2967.0
0005187,5,O&G,WC,566,REJECT11/19/1982,
0005348,5,O&G,WC,566,TERMIN03/11/2005Y,282.0
0033421,5,O&G,WC,566,EXPIR 10/31/2014,2967.0
0015115,5,O&G,WC,567,EXPIR 08/31/2000,105.0
0024768,5,O&G,WC,567,EXPIR 05/31/2008Y,2466.0
0024769,5,O&G,WC,568,EXPIR 05/31/2008,2466.0
0003971,5,O&G,WC,569,RELINQ03/23/1984,81.0
0009427,5,O&G,WC,569,EXPIR 05/31/1993,114.0
0014343,5,O&G,WC,569,EXPIR 06/30/1999,
0031082,5,O&G,WC,569,RELINQ09/17/2009,2481.0
0005188,5,O&G,WC,570,TERMIN04/13/2004Y,282.0
0031083,5,O&G,WC,570,RELINQ09/17/2009,2481.0
0002016,5,O&G,WC,571,REJECT,
0003767,5,O&G,WC,571,TERMIN09/16/1983,659.0
0007631,5,O&G,WC,571,TERMIN03/13/1995Y,59.0
0017812,5,O&G,WC,571,EXPIR 04/30/2002,1138.0
0031084,5,O&G,WC,571,RELINQ09/17/2009,2481.0
0002017,5,O&G,WC,572,TERMIN01/31/1978Y,167.0
0007632,5,O&G,WC,572,TERMIN04/21/1997Y,59.0
0019726,5,O&G,WC,572,EXPIR 06/30/2003,1777.0
0027032,5,O&G,WC,572,EXPIR 05/31/2010,2421.0
0003524,5,O&G,WC,573,TERMIN06/29/1992Y,1291.0
0014344,5,O&G,WC,573,EXPIR 04/30/1999,1750.0
0024770,5,O&G,WC,573,EXPIR 04/30/2008,2466.0
0004774,5,O&G,WC,574,EXPIR 08/31/1986,78.0
0009428,5,O&G,WC,574,TERMIN09/29/1994Y,730.0
0015116,5,O&G,WC,574,RELINQ05/19/2000,2401.0
0024771,5,O&G,WC,574,EXPIR 04/30/2008,2466.0
0002018,5,O&G,WC,575,EXPIR 02/10/1976,81.0
0004199,5,O&G,WC,575,REJECT,
0004522,5,O&G,WC,575,REJECT,
0004844,5,O&G,WC,575,TERMIN02/04/2013Y,
0002019,5,O&G,WC,576,TERMIN04/28/2002Y,48.0
0024772,5,O&G,WC,576,EXPIR 06/30/2008,1284.0
0033061,5,O&G,WC,576,EXPIR 05/31/2014,3296.0
0008637,5,O&G,WC,577,EXPIR 07/31/1992,362.0
0016206,5,O&G,WC,577,EXPIR 08/31/2001,1689.0
0023777,5,O&G,WC,577,EXPIR 06/30/2007Y,2349.0
0016207,5,O&G,WC,578,RELINQ08/30/2001,1689.0
0024773,5,O&G,WC,578,EXPIR 04/30/2008,2859.0
0006599,5,O&G,WC,579,EXPIR 05/31/1989,968.0
0011813,5,O&G,WC,579,RELINQ05/29/1992,540.0
0016208,5,O&G,WC,579,EXPIR 08/31/2001,1689.0
0024774,5,O&G,WC,579,EXPIR 04/30/2008,2859.0
0033062,5,O&G,WC,579,EXPIR 05/31/2014,2375.0
0002020,5,O&G,WC,580,RELINQ12/05/1975,114.0
0007633,5,O&G,WC,580,EXPIR 06/30/1990,232.0
0012803,5,O&G,WC,580,TERMIN02/15/2016Y,3033.0
0007634,5,O&G,WC,581,REJECT,
0008638,5,O&G,WC,581,REJECT07/02/1987,
0009429,5,O&G,WC,581,RELINQ12/28/1989,771.0
0012804,5,O&G,WC,581,RELINQ04/29/1993,1680.0
0015117,5,O&G,WC,581,EXPIR 06/30/2000,2421.0
0022566,5,O&G,WC,581,EXPIR 04/30/2006,64.0
0012805,5,O&G,WC,582,RELINQ04/29/1993,1680.0
0017813,5,O&G,WC,582,EXPIR 06/30/2002,585.0
0024775,5,O&G,WC,582,EXPIR 05/31/2008,64.0
0005349,5,O&G,WC,583,RELINQ07/08/1988Y,730.0
0010600,5,O&G,WC,583,EXPIR 06/30/1994,59.0
0016209,5,O&G,WC,583,EXPIR 08/31/2001,185.0
0023778,5,O&G,WC,583,EXPIR 06/30/2007,2349.0
0005350,5,O&G,WC,584,TERMIN10/04/1994Y,730.0
0016210,5,O&G,WC,584,REJECT,
0017814,5,O&G,WC,584,EXPIR 06/30/2002,2397.0
0024776,5,O&G,WC,584,EXPIR 06/30/2008,2904.0
0033063,5,O&G,WC,584,RELINQ05/18/2012,3056.0
0008410,5,O&G,WC,585,EXPIR 06/30/1991,282.0
0021567,5,O&G,WC,585,EXPIR 04/30/2005,2421.0
0002436,5,O&G,WC,586,TERMIN07/13/2011Y,2409.0
